Date,tx_count,active_addresses,tx_volume_usd,hash_rate
2018-06-28,187624,396406,717809351.7,39627403.83
2018-06-29,197881,453051,653028973.1,38112980.76
2018-06-30,181065,368308,527954257.6,35588942.3
2018-07-01,156247,341862,994143368.5,37103365.37
2018-07-02,199294,433258,731075687.5,37594816.26
2018-07-03,216747,456150,880290625.5,30929068.69
2018-07-04,206788,435402,662808206.7,35728406.94
2018-07-05,199600,413998,657272819.4,36528296.65
2018-07-06,200993,529418,807774959.7,42660784.4
2018-07-07,170160,357621,370270464.5,41594264.79
2018-07-08,155685,350857,568366411.1,42127524.6
2018-07-09,206546,425385,640870760.7,36261666.74
2018-07-10,216063,445234,840599276.6,39727855.48
2018-07-11,202603,413229,705107106,35995036.84
2018-07-12,203535,405288,682830180.5,37594816.26
2018-07-13,207904,473175,674548450.3,38128076.06
2018-07-14,176475,362896,340074057.3,35461777.04
2018-07-15,161151,346483,356017920.5,35461777.04
2018-07-16,207842,431583,747886516,31995588.3
2018-07-17,233966,487160,836942893.4,40931868.49
2018-07-18,238769,494823,1082676506,44793365.52
2018-07-19,225039,465957,993456134,44021066.11
2018-07-20,225529,496860,813439686.2,39644702.82
2018-07-21,184803,385950,528574442.1,35268339.52
2018-07-22,167129,366446,395927691.4,46852830.6
2018-07-23,229480,473606,936055626.3,42733900.44
2018-07-24,259358,532884,1154244446,40931868.49
2018-07-25,250208,525952,1009352101,45565664.92
2018-07-26,231679,479850,833867863.5,42476467.3
2018-07-27,229397,517778,884506563.8,42991333.57
2018-07-28,188238,395734,516574795.9,37327804.6
2018-07-29,168407,380501,726532319,50277183.1
2018-07-30,230924,479275,868342350,39630250.21
2018-07-31,242977,500312,916151854.7,43474975.98
2018-08-01,241044,495640,713806067.8,44362220.38
2018-08-02,224873,470017,1036673761,45249464.79
2018-08-03,229859,537623,926100823.3,49094190.56
2018-08-04,191657,416161,478730381.4,52051671.92
2018-08-05,172181,374557,373453434.3,47319701.74
2018-08-06,218607,452410,732204363.5,38743005.8
2018-08-07,233045,477951,664083737,44657968.52
2018-08-08,235311,498558,786985499.9,46432457.33
2018-08-09,222326,467197,939755086.3,44066472.25
2018-08-10,226148,510030,760258278.3,52051671.92
2018-08-11,192438,389256,505204809.9,52376369.9
2018-08-12,165044,361544,333729799.3,49230273.08
2018-08-13,222229,459526,843998947.4,47642199.75
2018-08-14,247622,514445,1058727906,43195594.44
2018-08-15,246066,539383,891860903.4,51135961.07
2018-08-16,232335,479347,687000468.6,50183117.07
2018-08-17,233794,512305,783014397.7,48277429.08
2018-08-18,190935,399289,375616573.8,50818346.4
2018-08-19,167400,402087,272507659.3,46054126.43
2018-08-20,214983,459856,647035144.3,47642199.75
2018-08-21,217777,449916,872997532.5,47006970.42
2018-08-22,230333,484463,1022941526,50818346.4
2018-08-23,217352,444346,884447407.3,47324585.09
2018-08-24,219848,487991,660537345.5,47211617.44
2018-08-25,196420,415348,513006216.1,45145645.91
2018-08-26,172747,368938,385892530.1,57853309.21
2018-08-27,223656,464084,788251385.7,61866255.51
2018-08-28,238039,488605,977831328.4,51165065.37
2018-08-29,237508,509197,871163498.7,46483294.68
2018-08-30,231391,463657,798481940.6,51499477.56
2018-08-31,237076,511307,867343981.1,51833889.75
2018-09-01,213331,437404,530711688.3,50496240.99
2018-09-02,187145,387889,446514389.4,48155355.64
2018-09-03,222897,455957,724804467.1,48155355.64
2018-09-04,232265,474899,846834354.7,42135936.19
2018-09-05,246477,497298,945103849.4,44142409.34
2018-09-06,252261,501001,1082892621,50161828.79
2018-09-07,230790,539383,745568366.7,52673943.17
2018-09-08,204428,414919,364549896.7,52338942.95
2018-09-09,188912,387389,468243443.8,56874984.68
2018-09-10,222866,451965,708849887.9,47105048.66
2018-09-11,237571,474061,741261463,49198606.38
2018-09-12,233275,461586,668389215.8,58619616.11
2018-09-13,234209,466217,1248849239,51641090.38
2018-09-14,223250,471373,739529758.1,46058269.8
2018-09-15,211071,427958,374552271.6,48849680.09
2018-09-16,179483,370212,284144583.4,48500753.8
2018-09-17,240152,481968,572850819.1,47105048.66
2018-09-18,244259,479309,609895983,49547532.66
2018-09-19,251037,480228,707175800.3,54432500.67
2018-09-20,253674,493141,682414738.5,53827510.75
2018-09-21,273051,563131,984934175.4,51200543.88
2018-09-22,225537,445042,463989750.2,55111696.54
2018-09-23,200319,401264,335911295.1,53333899.87
2018-09-24,237670,469029,512802846.6,52622781.21
2018-09-25,252113,490589,852085846.9,60089527.19
2018-09-26,243927,474080,753603397.1,49422747.22
2018-09-27,248686,481908,820387842.8,50844984.55
2018-09-28,254239,527058,916157415.9,54756137.2
2018-09-29,218339,429819,463385867.6,54045018.54
2018-09-30,208210,413889,420373521.3,57956171.2
2018-10-01,242820,484983,687226380.3,56178374.53
2018-10-02,244772,484847,826082619.4,48711628.55
2018-10-03,242303,552113,739357175.8,51556103.21
2018-10-04,243157,506880,669076735.7,54911962.63
2018-10-05,244719,533087,627109174.2,48176505.21
2018-10-06,214843,441965,388807367.7,46323562.7
2018-10-07,219731,444618,250377608.1,52623567.23
2018-10-08,248041,477298,629275555.9,50029447.71
2018-10-09,235862,463257,703382178.2,48176505.21
2018-10-10,244945,482435,752875717.2,53364744.23
2018-10-11,262467,499968,887230191.3,58923571.75
2018-10-12,243174,498115,795636845.8,48917682.21
2018-10-13,205097,400481,367758599.9,52252978.72
2018-10-14,191259,378043,398408927.2,42247089.18
2018-10-15,266945,502796,1406050478,60035337.26
2018-10-16,257967,490756,881840150.1,50029447.71
2018-10-17,260362,490531,727254416.7,51141213.22
2018-10-18,253450,479720,865272971.5,50951835.55
2018-10-19,253826,504471,835097399.7,50702736.58
2018-10-20,227821,428970,688806312.5,51059798.11
2018-10-21,211505,403199,291411405.4,49274490.48
2018-10-22,255324,489860,729556262.8,55344536.41
2018-10-23,253463,487826,726527353.6,54987474.89
2018-10-24,254091,478551,772529022.5,40347952.35
2018-10-25,254599,474715,813572560,48917428.96
2018-10-26,253002,503384,744611642.3,51059798.11
2018-10-27,233749,418914,380002708.1,48560367.43
2018-10-28,219860,403764,458829452.7,49988613.53
2018-10-29,269754,495174,894864910.1,52130982.68
2018-10-30,283327,505404,627295099.1,54987474.89
2018-10-31,288283,510367,803653185.5,58201028.61
2018-11-01,281941,505058,806286749,54988709.79
2018-11-02,292704,565269,870677656.7,51070835.08
2018-11-03,249564,453208,366071278.7,57499331.8
2018-11-04,229291,418053,525975032.8,44285199.65
2018-11-05,293239,531376,749362381,51070835.08
2018-11-06,285451,519342,750361150.5,45713754.47
2018-11-07,293734,522948,854471221.9,46428031.89
2018-11-08,277597,498004,773348007.5,43213783.53
2018-11-09,283896,541364,836981702,45356615.77
2018-11-10,252499,448643,384259935,46785170.59
2018-11-11,246991,422963,384049108.1,52142251.2
2018-11-12,300006,510342,752483811.3,49999418.96
2018-11-13,279160,491741,807686927.1,42856644.82
2018-11-14,292755,524970,1181029259,48213725.42
2018-11-15,291525,523899,2667893505,45356615.77
2018-11-16,283124,533315,1082196428,44946674.63
2018-11-17,262649,428640,490284413.2,47956936.5
2018-11-18,239803,393876,353784045.7,40680711.65
2018-11-19,267971,470247,1021796906,41672924.13
2018-11-20,288450,543711,1475820952,43657349.09
2018-11-21,254942,472552,1007014548,34727436.77
2018-11-22,266116,467175,662090854.6,40349974.16
2018-11-23,275261,479022,740000744.4,41342186.64
2018-11-24,250017,406861,398983130.8,47295461.51
2018-11-25,239256,410530,618633300.6,42003661.62
2018-11-26,257062,469613,736626813.7,36711861.73
2018-11-27,268533,462322,846867046.2,43326611.59
2018-11-28,254456,454764,807058144.2,39027024.18
2018-11-29,246226,461335,916066338.2,34727436.77
2018-11-30,250157,460123,1613578164,33404486.8
2018-12-01,241847,420225,689975479.9,41011449.14
2018-12-02,222673,364379,348205860.3,37704074.21
2018-12-03,240652,426800,1239335737,35101305.98
2018-12-04,270189,492965,2465252204,38734427.59
2018-12-05,256501,438438,1409782759,36488953.53
2018-12-06,279654,480400,1426379106,37892374.82
2018-12-07,253890,495221,751100109.5,31998005.4
2018-12-08,231104,382550,368967391.6,35646900.75
2018-12-09,238569,364579,279427828.5,35927585.01
2018-12-10,258353,443067,526990901.5,34804847.98
2018-12-11,251487,432511,729578613.4,35085532.24
2018-12-12,261423,439270,548638941.8,33682110.95
2018-12-13,268422,439018,597302477,36769637.78
2018-12-14,275801,464524,523412561.2,40979901.65
2018-12-15,262879,397644,290998236.3,41821954.43
2018-12-16,226453,364388,315066374.4,32278689.66
2018-12-17,298823,466784,540372096.1,44909481.26
2018-12-18,266245,461773,717156551.8,35766529.43
2018-12-19,302392,495568,893184813.8,37822407.4
2018-12-20,287273,475406,823827197.3,34268624.16
2018-12-21,280588,492726,810541683.5,35537832.46
2018-12-22,251216,386813,303876048.6,44422290.57
2018-12-23,250739,371648,390737504.9,44676132.24
2018-12-24,272297,419725,684558459.3,38583932.39
2018-12-25,265052,353052,403843192.8,40360824.01
2018-12-26,281305,397075,422281688.5,39853140.69
2018-12-27,300020,434318,570591347.7,44168448.91
2018-12-28,308267,485694,626362020.8,42391557.29
2018-12-29,264980,423956,421850491.8,35030149.14
2018-12-30,267639,391259,267240600.2,44676132.24
2018-12-31,259684,391031,476003087.2,40440248.3
2019-01-01,234725,310120,220483471.2,41615985.27
2019-01-02,271696,415822,493860141,42174589.1
2019-01-03,291016,450626,586335098.6,43291796.76
2019-01-04,281772,454702,534739538.9,41615985.27
2019-01-05,265192,385489,325849324.7,45526212.08
2019-01-06,258522,389294,295057199.4,39381569.96
2019-01-07,284782,448076,622810992.8,39381569.96
2019-01-08,318524,465085,595564198.9,47202023.57
2019-01-09,319056,463346,630379615.8,45805513.99
2019-01-10,327338,489566,668725127.5,43571098.68
2019-01-11,308372,486650,1080849631,41336683.36
2019-01-12,281502,396628,270915665.3,38543664.21
2019-01-13,276997,372207,235049030,38264362.3
2019-01-14,326685,455377,585869867.3,43423390.22
2019-01-15,302279,466212,1270645847,38609293.98
2019-01-16,305702,493982,618560383.8,38901788.64
2019-01-17,296695,462879,507804662.1,37146820.73
2019-01-18,305965,484530,449808595.9,40364261.89
2019-01-19,282188,400053,310087042.1,38901788.64
2019-01-20,294118,379374,238388741.7,45921660.27
2019-01-21,315202,449404,488189514.5,43874197.71
2019-01-22,296040,450118,560917561,38024304.68
2019-01-23,293494,482794,538919234.4,42704219.1
2019-01-24,308146,470446,477934358.1,47384133.53
2019-01-25,301085,492261,456544872.1,40364261.89
2019-01-26,288285,444594,292643247.2,43874197.71
2019-01-27,276651,383276,223512708.8,40071767.24
2019-01-28,308062,481279,598393585.4,42070546.82
2019-01-29,326162,480702,502734964.4,42201068.25
2019-01-30,321980,462721,737418316.9,39310584.12
2019-01-31,353945,487936,574609830.7,44802503.96
2019-02-01,339341,502881,611007305.3,45669649.2
2019-02-02,322032,418174,315786229.9,41622971.42
2019-02-03,300171,389608,265197431.5,39888680.94
2019-02-04,335288,456122,353232913.2,42490116.66
2019-02-05,354069,503603,414929550.4,42490116.66
2019-02-06,349596,482655,496046280.2,47403939.67
2019-02-07,353046,474847,475540835.9,50294423.8
2019-02-08,335280,516886,552614639,47114891.26
2019-02-09,310892,422178,290308690.9,43357261.9
2019-02-10,299609,380922,273943900.7,41018987.3
2019-02-11,315725,463119,512333681.4,43691361.64
2019-02-12,271573,486292,494313528.4,38568926.14
2019-02-13,352651,546276,679292515,46101919.52
2019-02-14,354483,473265,465606911.5,42486082.7
2019-02-15,296729,467228,475673471.4,38267606.4
2019-02-16,332137,452438,363956258.2,45197960.32
2019-02-17,327463,393160,237971659.1,47909837.94
2019-02-18,344274,508261,689163299,46704559
2019-02-19,348242,538532,719387605.3,47005878.73
2019-02-20,314320,521878,696700438.7,39171565.61
2019-02-21,297595,491327,658222916.5,35857048.52
2019-02-22,350306,542172,594309375.2,48813797.14
2019-02-23,328239,441275,489507893,43088722.17
2019-02-24,320446,433694,436413535.3,41298258.3
2019-02-25,336634,502106,788388101.2,43162133.91
2019-02-26,366568,532149,592375975.3,48595129.79
2019-02-27,344560,519740,573599563.2,42558467.71
2019-02-28,367827,523892,936111689.3,45274965.64
2019-03-01,354422,552623,536410480.5,48896962.9
2019-03-02,335864,481021,440970166.2,39841969.77
2019-03-03,353683,420093,260455173.2,44067633.23
2019-03-04,304188,506186,510664925.1,41351135.29
2019-03-05,285716,536821,545495184.6,44973132.54
2019-03-06,277863,524992,603814020.8,38634637.35
2019-03-07,282523,524085,598136964,42860300.81
2019-03-08,285264,545571,621749744.8,44067633.23
2019-03-09,239492,458538,335332056.8,41652968.39
2019-03-10,212877,392557,289475544,41045042.97
2019-03-11,294741,554792,581817561.2,42839445.35
2019-03-12,285653,532589,634318677.2,43141131.59
2019-03-13,285957,515962,632556077.3,40727641.71
2019-03-14,299929,551001,715988875.3,46761366.41
2019-03-15,296970,558693,544675740.5,46157993.94
2019-03-16,262267,468300,360840832.1,49174856.29
2019-03-17,227290,413098,249331295.6,44046190.29
2019-03-18,291505,533680,597904327.9,48571483.82
2019-03-19,304744,551374,609610214.5,52493404.87
2019-03-20,304960,538723,649248713.7,48571483.82
2019-03-21,300712,535702,650496386.4,43141131.59
2019-03-22,298524,550986,528282764.5,48571483.82
2019-03-23,251573,450872,315765407.9,43744504.06
2019-03-24,226166,417726,288672590,47490106.99
2019-03-25,322191,530401,596522167.6,46933020.83
2019-03-26,366415,522961,604089195,42493410.75
2019-03-27,383186,569697,624205341.9,47250135.84
2019-03-28,393698,578059,625086884.9,46298790.82
2019-03-29,369817,563925,818224153.7,46615905.83
2019-03-30,377783,513840,350278425.9,44078985.78
2019-03-31,381652,459478,421441500.8,44078985.78
2019-04-01,368904,528288,640470349.7,43127640.77
2019-04-02,401507,666741,1458650931,49787055.88
2019-04-03,360250,626468,1183522596,45030330.8
2019-04-04,354660,603757,1008344651,44396100.79
2019-04-05,387090,632546,898533778.5,50104170.89
2019-04-06,359569,478034,426663923.5,44081037.56
2019-04-07,350631,447559,441363438.7,44809649.52
2019-04-08,372417,579028,983977267.4,47034242.04
2019-04-09,346071,572096,877070582.1,41949459.12
2019-04-10,396501,593178,851450827.8,47034242.04
2019-04-11,402802,620631,1050019755,49894432.44
2019-04-12,376767,578099,693684833.3,47987638.84
2019-04-13,367076,458376,423377389.3,42902855.92
2019-04-14,337030,430064,550425596.9,38771469.79
2019-04-15,381473,576183,804147839.2,46080845.25
2019-04-16,358517,560007,645003301.7,46080845.25
2019-04-17,350737,555678,896458088,43856252.72
2019-04-18,382981,563075,694249179.2,47352040.98
2019-04-19,362128,597098,691322116.1,48305437.78
2019-04-20,319840,456520,373941308.5,41631660.19
2019-04-21,390735,426630,360713964.5,51199133.02
2019-04-22,342014,498668,740397862.7,42318655.54
2019-04-23,311753,548492,825599122.6,36634060.02
2019-04-24,404279,645489,1576941009,51477170.55
2019-04-25,384089,577184,826381786.8,45160953.3
2019-04-26,381209,593570,1196016426,47687440.2
2019-04-27,359008,460846,442516045.1,43266088.13
2019-04-28,383291,445722,426337706.7,51477170.55
2019-04-29,363207,573010,886065657.8,51477170.55
2019-04-30,346486,604307,841828231.1,44213520.72
2019-05-01,439549,565408,878862399.1,54003657.44
2019-05-02,452646,584864,760391105.9,58109198.65
2019-05-03,383032,615404,858064130.8,48003251.06
2019-05-04,355910,508298,489890940.8,43006075.36
2019-05-05,330732,460613,446363838.2,42978500.7
2019-05-06,378476,573048,769428196.7,50308167.48
2019-05-07,329943,578857,1041193669,42312167.35
2019-05-08,393081,635596,1026598913,50641334.15
2019-05-09,361569,619054,1251747787,49975000.81
2019-05-10,322963,618182,1285152265,41645834.01
2019-05-11,344957,573741,890773875.6,43311667.37
2019-05-12,338571,551654,1047479224,52640334.18
2019-05-13,390428,648734,1691655708,55638834.23
2019-05-14,367370,669376,1659251076,50641334.15
2019-05-15,368901,675925,1595050697,49641834.14
2019-05-16,375062,682196,1694528054,48642334.12
2019-05-17,361654,676115,1298197114,50308167.48
2019-05-18,359704,588499,688963903.7,50986743.45
2019-05-19,346859,516859,776463133.5,54326123.03
2019-05-20,381582,617241,1127760758,53659544.83
2019-05-21,380889,657474,1011724991,50993232.04
2019-05-22,394887,646106,1126821700,55659279.42
2019-05-23,389343,630228,1180520165,52659677.53
2019-05-24,373882,644200,1291010564,50993232.04
2019-05-25,338398,511153,551935634.9,46660473.76
2019-05-26,374072,476819,848987065.9,54992701.22
2019-05-27,399584,644814,1318870008,55659279.42
2019-05-28,390427,685040,1475454598,54659412.12
2019-05-29,405155,680323,2715969883,57992303.11
2019-05-30,376874,642352,1307364486,53664058.51
2019-05-31,298997,598627,2139391264,43386260.58
2019-06-01,332092,578368,950272921.7,55994233.74
2019-06-02,301003,489569,661260854.1,48577778.94
2019-06-03,294009,550346,1387869417,44127906.06
2019-06-04,374763,687738,2210912218,57106701.96
2019-06-05,372948,631420,2554143447,59331638.4
2019-06-06,364526,602273,2028322129,58219170.18
2019-06-07,350011,619327,1100908052,58589992.92
2019-06-08,294369,471819,537539563.5,45982019.76
2019-06-09,300917,438208,429940401.8,54510942.78
2019-06-10,353629,607094,1024400574,58219170.18
2019-06-11,340449,623398,1596486462,53027651.82
2019-06-12,328464,601949,1164520570,48577778.94
2019-06-13,364373,667841,1133834031,55994233.74
2019-06-14,364383,731367,1268348918,62264123.16
2019-06-15,330954,601012,856304521.3,53775192.23
2019-06-16,295254,520293,1037160332,47882020.48
2019-06-17,321072,628484,2950935222,48986990.18
2019-06-18,394843,696937,2182288636,60036687.22
2019-06-19,401032,664204,1908684407,65193212.5
2019-06-20,330103,635532,1190905554,53038545.76
2019-06-21,337741,654639,1529747838,48986990.18
2019-06-22,354075,643642,2222444545,51933576.06
2019-06-23,380088,596158,1181274913,66666505.44
2019-06-24,388342,659329,1758426569,65193212.5
2019-06-25,361385,682866,1831245148,53775192.23
2019-06-26,399624,768792,2930019256,60773333.69
2019-06-27,361050,694016,2491886549,55539973.18
2019-06-28,407094,729817,2653064699,64293187.57
2019-06-29,356682,573175,1357452936,68631991.64
2019-06-30,330731,497075,1651368348,59954383.5
2019-07-01,336862,624927,1639029426,56404452.9
2019-07-02,373409,671396,1813299812,62321003.91
2019-07-03,397554,651074,1618383339,67843118.18
2019-07-04,370704,603018,1933335669,65870934.51
2019-07-05,378453,617685,1176057043,74548542.65
2019-07-06,348674,523872,639979718,70209738.58
2019-07-07,313273,447034,561967420.1,60348820.24
2019-07-08,378966,622449,2099126798,70209738.58
2019-07-09,365588,623107,1779344024,65740170.46
2019-07-10,315664,616784,3158872125,58125055.93
2019-07-11,325776,598394,1909308953,58125055.93
2019-07-12,360899,637928,1573448471,73895419.95
2019-07-13,304545,472491,703409877.2,63532037.88
2019-07-14,303287,437636,880311916.4,65334365.2
2019-07-15,349111,585913,1237233738,65784947.03
2019-07-16,363337,595749,1554876517,72994256.29
2019-07-17,324892,569185,1898295642,59927383.25
2019-07-18,315745,588257,1363791605,54520401.3
2019-07-19,299891,566404,2126938201,53168655.82
2019-07-20,323002,488968,835319633.8,79752983.72
2019-07-21,283934,400500,682036367.3,67136692.51
2019-07-22,319399,533399,1027285548,71191928.97
2019-07-23,320352,531460,946331234.6,64212845.18
2019-07-24,295589,490408,1334346530,62282811.35
2019-07-25,336536,568629,1029705255,67211666.92
2019-07-26,319612,563023,993970297.7,74380911.39
2019-07-27,283892,445312,586372755.5,68107822.48
2019-07-28,272974,391947,379230727.6,78413611.41
2019-07-29,333619,521007,4112257571,75277066.95
2019-07-30,328375,548807,1280347893,63627044.68
2019-07-31,361337,573802,1033351135,76621300.29
2019-08-01,335943,558918,1063515473,63627044.68
2019-08-02,349556,581154,1276543414,75725144.73
2019-08-03,327588,470981,533502021,77517455.85
2019-08-04,298805,421536,584301307,74828989.17
2019-08-05,339136,583599,1783008179,70305379.01
2019-08-06,368348,617620,1820577410,79916269.03
2019-08-07,370909,545941,1528500615,75945274.3
2019-08-08,336181,568245,1409255303,70485156.54
2019-08-09,341125,562840,1423908955,72967028.25
2019-08-10,304138,453016,796863848.4,74952525.62
2019-08-11,273280,414832,577446710.7,75945274.3
2019-08-12,297446,459560,1291059873,66017787.46
2019-08-13,370747,566410,1666494660,77930771.67
2019-08-14,359997,554189,1317218978,75448899.96
2019-08-15,355644,538837,1574111186,77930771.67
2019-08-16,323625,533245,1077642459,72967028.25
2019-08-17,288256,441149,1526187033,63535915.75
2019-08-18,276365,407213,923238653.2,62740159.35
2019-08-19,330473,517545,1023246905,82514504.79
2019-08-20,333304,558999,1220470930,77452265.23
2019-08-21,308808,599152,1083045372,68846457.98
2019-08-22,322453,609067,951158027.8,71377577.76
2019-08-23,340220,564675,2130991480,77452265.23
2019-08-24,304481,452008,592417288.5,80995832.92
2019-08-25,288934,393555,576624098.1,78464713.14
2019-08-26,318219,539168,1311051901,69352681.94
2019-08-27,325984,535379,1295831267,68340234.03
2019-08-28,341200,526015,1050824062,76439817.32
2019-08-29,346734,545362,1674298205,83526952.7
2019-08-30,349200,543570,1323718820,80995832.92
2019-08-31,342195,464447,536730722.7,84033176.66
2019-09-01,285468,423910,527581681.5,75959123.82
2019-09-02,327248,529944,1189099300,79786349.93
2019-09-03,370631,595785,1484070470,87818532.81
2019-09-04,324741,544449,1356552610,72825124.77
2019-09-05,352410,550315,1706403126,88354011.67
2019-09-06,365531,601748,2785938242,84605659.66
2019-09-07,314429,472297,920958388.1,80321828.79
2019-09-08,288507,436798,734442315.9,94779757.97
2019-09-09,316852,536567,1233969517,78179913.36
2019-09-10,339858,564563,1964047353,97457152.27
2019-09-11,338276,556853,1425043055,98528109.98
2019-09-12,335868,564060,1811962087,84605659.66
2019-09-13,308856,546950,926451075.4,81711974.36
2019-09-14,299894,491282,550438176.5,91618125.63
2019-09-15,274146,422886,465077107.5,86889448.17
2019-09-16,347341,562077,1523428332,96346803.08
2019-09-17,343778,567927,1412330121,87480532.86
2019-09-18,363185,578686,1899700648,102848734.6
2019-09-19,346110,552276,1263814528,87480532.86
2019-09-20,340929,557003,1752366741,89253786.9
2019-09-21,336013,493311,1297619718,98120057.12
2019-09-22,318713,456990,552377407.5,98120057.12
2019-09-23,288149,544681,855073770.2,67383653.69
2019-09-24,353263,596954,3139283339,92800294.99
2019-09-25,347747,571599,2087385265,92209210.31
2019-09-26,355775,554702,1313285337,102155715.1
2019-09-27,303903,532292,1158429641,83726816.32
2019-09-28,314433,474974,580178846.8,100852756
2019-09-29,285542,435119,461412848.7,86263992.57
2019-09-30,311396,540376,1032865548,82458228.19
2019-10-01,337244,573854,1076885942,90704051.01
2019-10-02,326557,535484,753518693.1,93875521.33
2019-10-03,326514,525476,941153423.8,93241227.26
2019-10-04,337222,545609,734036335,93241227.26
2019-10-05,326683,480438,375403716,100218462
2019-10-06,277613,435006,437929223.3,94509815.39
2019-10-07,328803,538987,858436648.3,98315579.77
2019-10-08,336354,534935,951086445.4,102755638.2
2019-10-09,311049,524494,1063632109,87532580.7
2019-10-10,345048,549668,1061857762,103681264.3
2019-10-11,345425,547368,940680504.5,100875176.1
2019-10-12,301693,452069,434035291.2,86002553.97
2019-10-13,279487,417760,358793113.4,91822275.67
2019-10-14,304466,513254,1712938625,87295825.46
2019-10-15,339698,533673,933447813.6,98935268.85
2019-10-16,338473,545056,944835135.1,92468911.41
2019-10-17,334105,528543,1260759811,96995361.62
2019-10-18,339390,518606,1046146449,103461719.1
2019-10-19,304736,486396,393045996.9,91822275.67
2019-10-20,289796,437713,335445114.1,94408818.64
2019-10-21,351791,545843,949795298.9,102815083.3
2019-10-22,341464,541300,996706690.9,109281440.8
2019-10-23,349320,544470,1296382266,109144376.3
2019-10-24,303843,515253,984320293.1,90520752.86
2019-10-25,328598,570469,1334170238,93923788.68
2019-10-26,305722,541095,1256366631,95285003.01
2019-10-27,256253,438755,721778043.4,78269823.9
2019-10-28,309611,540579,1882149479,91201360.02
2019-10-29,307953,527526,1157811408,90520752.86
2019-10-30,314163,536888,933497841.3,91201360.02
2019-10-31,293779,504880,1573437647,89840145.69
2019-11-01,316187,563151,2074156434,88478931.37
2019-11-02,284443,472031,736867493.4,91201360.02
2019-11-03,294367,465534,791930340.1,93923788.68
2019-11-04,310979,549112,1333487929,89840145.69
2019-11-05,332839,576664,2769186824,98007431.67
2019-11-06,314698,559293,1446365892,89840145.69
2019-11-07,324487,553447,1410260957,91737090.37
2019-11-08,311441,541512,1458241138,80936306.12
2019-11-09,306163,519291,1046596790,91053344.38
2019-11-10,299712,435494,364320564.2,104964272
2019-11-11,326707,511673,718863061.2,95479548.62
2019-11-12,301382,501680,865205529.8,85362510.36
2019-11-13,318945,555616,1486062566,85362510.36
2019-11-14,350023,535548,946450282.5,106861216.7
2019-11-15,325145,575887,1199132985,99905752.86
2019-11-16,283468,495077,461834641.9,93582603.95
2019-11-17,264370,430853,342818350.3,97376493.3
2019-11-18,304671,510494,1043917564,88524084.81
2019-11-19,327630,561226,923399726.1,92950289.06
2019-11-20,321086,525739,870969121.5,89788714.6
2019-11-21,323954,584765,1165992114,87143254.96
2019-11-22,310539,607299,1691710108,85127203.65
2019-11-23,306424,514757,1151153476,111568229
2019-11-24,267368,436089,544401075.4,84482300.6
2019-11-25,279470,495578,1313006695,80612882.25
2019-11-26,321310,576620,1179814702,78678173.07
2019-11-27,317597,566552,1513433741,89641525.06
2019-11-28,309623,533010,769525352.6,105119198.5
2019-11-29,311290,543960,1078007992,87706815.88
2019-11-30,277458,493866,696535295.2,81257785.31
2019-12-01,274621,468193,410180206.4,89641525.06
2019-12-02,314730,552276,904057314.8,93510943.41
2019-12-03,336512,565368,1101171350,101894683.2
2019-12-04,337284,569753,1466498116,107698810.7
2019-12-05,311468,535061,829793365.2,93386357.5
2019-12-06,315386,534431,1235038810,92816137.38
2019-12-07,285284,465570,842686832.9,99217250.3
2019-12-08,278853,434939,307899861.8,94736471.25
2019-12-09,313629,538820,984541456.8,94736471.25
2019-12-10,320064,548706,1203358980,94736471.25
2019-12-11,291248,521113,960237277.3,84494690.58
2019-12-12,311795,531404,1259580435,85134801.87
2019-12-13,322888,547987,910737706,97296916.42
2019-12-14,293496,475246,455496984,96656805.13
2019-12-15,263441,434034,331461605.8,79373800.24
2019-12-16,327085,549300,880428472.3,100497472.9
2019-12-17,319254,557300,1699726139,90255692.21
2019-12-18,314249,560284,1653840923,85774913.16
2019-12-19,319555,539310,1185600662,100622310.1
2019-12-20,332657,,1192218774,100413779
2019-12-21,311118,479841,484021776.7,113287340.4
2019-12-22,281070,432257,409093776.8,108781593.9
2019-12-23,304845,518639,1144871678,92045964.05
2019-12-24,290436,493086,770512475.8,80459758.78
2019-12-25,244666,401735,863528900.8,82390793
2019-12-26,296063,476783,783721256.3,107494237.7
2019-12-27,322204,539658,847107991.8,93333320.19
2019-12-28,298287,490465,480834303.8,95908032.47
2019-12-29,279925,449701,381265550.9,99770100.89
2019-12-30,324497,544505,956242180.5,106850559.7
2019-12-31,293447,489182,854423855.6,93333320.19
2020-01-01,251735,389706,278141982,112718458.5
2020-01-02,295567,475461,692062815.9,96717718.31
2020-01-03,316517,523231,1721171458,115924073.7
2020-01-04,287215,465366,623052159.1,115238132.5
2020-01-05,287779,459065,355303880.3,111808426.1
2020-01-06,299146,522665,962060777.7,92602070.72
2020-01-07,344079,576831,1122651352,120725662.6
2020-01-08,318019,558689,1185786690,97403659.58
2020-01-09,322057,553318,1557053629,107692778.5
2020-01-10,330734,590633,1280612805,102205248.4
2020-01-11,309070,509544,512234137.7,111808426.1
2020-01-12,283136,450668,451843048.8,103577131
2020-01-13,291597,501600,881745942.1,98089600.84
2020-01-14,346953,616194,2900956207,99607271.22
2020-01-15,332658,580574,2458672965,110915119.4
2020-01-16,325947,555072,1325748764,116791417.1
2020-01-17,323992,562153,1542090152,116791417.1
